channel_id,country_code,spu_id,voc_cnt,star_rating,good_rate,bad_rate,review_cnt,issue_type,priority
DTC_US,UK,SPU204,494,4.2,0.745,0.155,1401,痛点,76.57
DTC_US,UK,SPU203,429,4.025,0.78,0.1775,843,痛点,76.1475
AMZ_UK,FR,SPU204,608,4.05,0.7175,0.125,825,中性,76.0
AMZ_US,AU,SPU203,490,4.225,0.725,0.155,843,痛点,75.95
AMZ_DE,US,SPU209,394,3.775,0.7374999999999999,0.1925,510,痛点,75.845
AMZ_US,UK,SPU201,477,4.125,0.7325,0.1575,914,痛点,75.1275
DTC_UK,FR,SPU208,622,4.25,0.7375,0.12000000000000001,1078,中性,74.64
DTC_US,DE,SPU203,523,4.0,0.75,0.14250000000000002,1044,中性,74.5275
DTC_US,US,SPU202,413,4.225,0.735,0.18,899,痛点,74.34
AMZ_US,DE,SPU207,520,4.25,0.6875,0.14250000000000002,1190,中性,74.10000000000001
DTC_UK,DE,SPU207,433,4.45,0.7725,0.16999999999999998,1265,痛点,73.61
AMZ_US,DE,SPU202,403,4.1,0.6675,0.1825,1115,痛点,73.5475
AMZ_DE,FR,SPU205,402,4.3,0.7075,0.1825,573,痛点,73.365
AMZ_US,DE,SPU204,488,4.275,0.74,0.15,1230,中性,73.2
DTC_UK,UK,SPU202,549,4.025,0.71,0.1325,1314,中性,72.7425
AMZ_US,AU,SPU201,519,3.9250000000000003,0.7725,0.14,1247,中性,72.66000000000001
AMZ_UK,FR,SPU206,527,3.925,0.7175,0.1375,1208,中性,72.4625
DTC_UK,US,SPU208,526,4.2,0.7275,0.1375,1258,中性,72.325
AMZ_UK,FR,SPU209,406,3.95,0.8175,0.1775,537,痛点,72.065
AMZ_DE,FR,SPU206,450,4.25,0.7075,0.16,876,痛点,72.0
DTC_US,UK,SPU209,370,4.2,0.79,0.19,1371,痛点,70.3
AMZ_DE,AU,SPU202,432,4.0,0.755,0.1625,616,痛点,70.2
DTC_UK,US,SPU209,476,3.9499999999999997,0.705,0.145,1379,中性,69.02
DTC_UK,FR,SPU201,449,3.9250000000000003,0.8049999999999999,0.1525,957,痛点,68.4725
AMZ_UK,DE,SPU204,547,3.95,0.745,0.125,970,中性,68.375
DTC_US,UK,SPU202,636,4.375,0.7675000000000001,0.10750000000000001,728,中性,68.37
DTC_US,AU,SPU208,402,4.05,0.7775,0.17,1449,痛点,68.34
AMZ_UK,UK,SPU204,521,4.225,0.755,0.13,869,中性,67.73
DTC_UK,AU,SPU207,516,4.1499999999999995,0.7425,0.13,885,中性,67.08
AMZ_UK,UK,SPU201,492,4.05,0.725,0.135,832,中性,66.42
AMZ_DE,DE,SPU204,464,4.375,0.7475,0.14250000000000002,1071,中性,66.12
AMZ_UK,FR,SPU201,464,4.0,0.6825,0.1425,1242,中性,66.11999999999999
AMZ_DE,US,SPU206,549,4.55,0.7925,0.12000000000000001,882,中性,65.88000000000001
AMZ_DE,US,SPU208,425,4.324999999999999,0.7849999999999999,0.155,954,痛点,65.875
AMZ_US,US,SPU205,345,3.9499999999999997,0.6900000000000001,0.19,837,痛点,65.55
AMZ_US,UK,SPU205,523,3.95,0.7425,0.125,888,中性,65.375
DTC_UK,DE,SPU209,466,4.449999999999999,0.7325,0.14,784,中性,65.24000000000001
DTC_UK,FR,SPU203,446,4.35,0.7125,0.14500000000000002,1242,中性,64.67
DTC_US,AU,SPU201,390,4.225,0.7375,0.165,1463,痛点,64.35000000000001
AMZ_DE,UK,SPU209,396,3.7,0.7725,0.1625,783,痛点,64.35000000000001
DTC_UK,DE,SPU205,621,3.975,0.7675,0.10250000000000001,1364,中性,63.6525
DTC_UK,FR,SPU206,337,4.324999999999999,0.69,0.1875,1355,痛点,63.1875
DTC_US,FR,SPU202,435,4.375,0.8,0.145,1258,中性,63.074999999999996
DTC_US,US,SPU208,345,4.45,0.7325,0.1825,898,痛点,62.9625
AMZ_US,US,SPU209,419,4.475,0.78,0.15000000000000002,1119,痛点,62.85000000000001
AMZ_US,US,SPU206,512,4.1,0.6775,0.1225,1506,中性,62.72
AMZ_US,FR,SPU206,380,4.2,0.74,0.165,1443,痛点,62.7
AMZ_US,US,SPU207,404,4.175,0.7575000000000001,0.155,676,痛点,62.62
AMZ_DE,UK,SPU204,329,4.0249999999999995,0.7275,0.19,528,痛点,62.51
AMZ_UK,US,SPU201,451,4.0,0.8,0.1375,1379,中性,62.0125
DTC_US,FR,SPU203,435,4.275,0.775,0.14250000000000002,1087,中性,61.987500000000004
AMZ_UK,UK,SPU206,391,4.025,0.7375,0.1575,1134,痛点,61.5825
DTC_US,AU,SPU207,369,3.9,0.7,0.165,1640,痛点,60.885000000000005
AMZ_DE,DE,SPU201,386,3.9,0.78,0.1575,820,痛点,60.795
DTC_UK,AU,SPU209,449,3.95,0.6675,0.135,1341,中性,60.615
AMZ_UK,US,SPU203,396,4.075,0.7625,0.1525,835,痛点,60.39
AMZ_UK,AU,SPU202,482,4.25,0.815,0.125,894,亮点,60.25
DTC_US,DE,SPU206,377,4.15,0.7275,0.1575,1474,痛点,59.3775
AMZ_US,FR,SPU209,526,4.225,0.78,0.11250000000000002,741,中性,59.17500000000001
AMZ_DE,FR,SPU202,315,4.35,0.7225,0.1875,1133,痛点,59.0625
AMZ_UK,AU,SPU205,332,4.375,0.6675,0.1775,1589,痛点,58.93
DTC_US,DE,SPU201,453,4.075,0.7325,0.13,865,中性,58.89
DTC_UK,UK,SPU205,401,4.15,0.6825,0.145,798,中性,58.144999999999996
AMZ_US,DE,SPU205,407,3.9,0.725,0.14250000000000002,853,中性,57.99750000000001
AMZ_US,AU,SPU202,428,4.125,0.7075,0.135,1329,中性,57.78
AMZ_UK,AU,SPU209,366,4.275,0.755,0.1575,1099,痛点,57.645
DTC_US,FR,SPU209,536,4.3,0.715,0.1075,993,中性,57.62
AMZ_DE,FR,SPU207,501,4.15,0.7125,0.115,1173,中性,57.615
AMZ_UK,US,SPU208,403,4.35,0.7725,0.14250000000000002,1003,中性,57.42750000000001
AMZ_UK,UK,SPU208,319,4.625,0.695,0.18,1374,痛点,57.419999999999995
AMZ_UK,DE,SPU209,376,4.3,0.76,0.1525,1261,痛点,57.339999999999996
DTC_UK,AU,SPU203,314,3.925,0.7575,0.1825,1022,痛点,57.305
AMZ_UK,UK,SPU209,586,4.125,0.72,0.0975,906,中性,57.135000000000005
AMZ_US,FR,SPU202,346,4.125,0.7225,0.16499999999999998,1121,痛点,57.089999999999996
DTC_UK,FR,SPU209,505,4.35,0.6825,0.11249999999999999,627,中性,56.81249999999999
AMZ_DE,FR,SPU201,377,4.15,0.725,0.15,734,中性,56.55
AMZ_DE,UK,SPU203,551,4.125,0.7125,0.10250000000000001,1266,中性,56.477500000000006
DTC_US,US,SPU203,434,4.05,0.7225,0.13,943,中性,56.42
AMZ_UK,DE,SPU206,408,4.225,0.7949999999999999,0.1375,1177,中性,56.1
DTC_UK,DE,SPU203,448,4.2,0.785,0.125,1100,中性,56.0
DTC_US,DE,SPU208,366,4.0,0.78,0.1525,954,痛点,55.815
AMZ_UK,FR,SPU205,543,4.0,0.7325,0.10250000000000001,1554,中性,55.657500000000006
AMZ_US,UK,SPU206,618,4.175,0.73,0.09,665,中性,55.62
AMZ_UK,US,SPU207,309,4.199999999999999,0.755,0.18,759,痛点,55.62
AMZ_UK,DE,SPU208,370,4.225,0.79,0.15,1105,中性,55.5
DTC_UK,DE,SPU204,358,4.15,0.6950000000000001,0.155,824,痛点,55.49
AMZ_US,UK,SPU207,411,4.175,0.7875,0.135,820,中性,55.48500000000001
AMZ_UK,AU,SPU207,350,4.35,0.7725,0.1575,779,痛点,55.125
AMZ_UK,AU,SPU206,432,4.3,0.77,0.1275,881,中性,55.08
DTC_UK,US,SPU201,319,4.3,0.76,0.1725,644,痛点,55.027499999999996
AMZ_UK,FR,SPU202,322,4.375,0.7875,0.17,1179,痛点,54.74
DTC_US,FR,SPU204,384,4.199999999999999,0.775,0.14250000000000002,1316,中性,54.720000000000006
DTC_US,AU,SPU202,354,4.2,0.7150000000000001,0.1525,1068,痛点,53.985
AMZ_DE,AU,SPU209,405,4.075,0.7575000000000001,0.1325,884,中性,53.6625
DTC_UK,AU,SPU204,381,4.325,0.6950000000000001,0.14,758,中性,53.34
AMZ_DE,US,SPU205,390,4.075,0.6625,0.135,677,中性,52.650000000000006
AMZ_DE,AU,SPU204,296,4.25,0.7325,0.1775,831,痛点,52.54
DTC_US,UK,SPU208,354,4.05,0.77,0.1475,1220,中性,52.214999999999996
DTC_US,AU,SPU206,400,3.8,0.8049999999999999,0.13,1355,亮点,52.0
DTC_US,US,SPU207,313,4.325,0.7775,0.165,1012,痛点,51.645
DTC_US,US,SPU204,375,4.525,0.7775000000000001,0.1375,894,中性,51.56250000000001
DTC_UK,UK,SPU203,428,3.9749999999999996,0.7075,0.12,1036,中性,51.36
AMZ_DE,DE,SPU203,417,4.1499999999999995,0.6725,0.1225,1121,中性,51.082499999999996
AMZ_UK,FR,SPU203,567,3.75,0.7375,0.09,928,中性,51.03
DTC_UK,UK,SPU208,358,4.125,0.7625,0.14250000000000002,1140,中性,51.01500000000001
AMZ_US,FR,SPU205,295,4.25,0.7625,0.1725,955,痛点,50.887499999999996
DTC_US,UK,SPU206,271,4.325,0.695,0.1875,1490,痛点,50.8125
AMZ_UK,AU,SPU204,300,4.175,0.7,0.1675,825,痛点,50.25
DTC_US,FR,SPU206,486,3.8,0.6950000000000001,0.10250000000000001,1119,中性,49.815000000000005
AMZ_DE,DE,SPU206,318,4.225,0.6625,0.155,960,痛点,49.29
AMZ_US,AU,SPU206,399,3.9,0.7875,0.12250000000000001,439,中性,48.877500000000005
DTC_UK,FR,SPU202,484,4.05,0.6875,0.1,1061,中性,48.400000000000006
DTC_UK,US,SPU206,450,3.825,0.7275,0.1075,1453,中性,48.375
AMZ_US,FR,SPU208,496,4.275,0.7625,0.0975,1721,中性,48.36
AMZ_US,DE,SPU206,351,4.075,0.79,0.1375,1367,中性,48.2625
DTC_UK,UK,SPU207,423,4.55,0.7224999999999999,0.1125,1049,中性,47.5875
AMZ_UK,DE,SPU207,326,4.05,0.745,0.14500000000000002,1086,中性,47.27
AMZ_DE,DE,SPU209,282,4.025,0.8125,0.16499999999999998,1012,痛点,46.529999999999994
DTC_US,DE,SPU209,442,4.125,0.7575000000000001,0.10500000000000001,561,中性,46.410000000000004
AMZ_UK,AU,SPU208,350,4.35,0.725,0.1325,1392,中性,46.375
DTC_UK,US,SPU203,281,3.925,0.7775,0.165,770,痛点,46.365
AMZ_US,FR,SPU207,268,4.35,0.66,0.17250000000000001,744,痛点,46.230000000000004
DTC_UK,FR,SPU204,303,4.375,0.81,0.1525,814,痛点,46.207499999999996
AMZ_US,US,SPU201,324,3.725,0.72,0.14250000000000002,1443,中性,46.17
DTC_US,UK,SPU207,360,4.050000000000001,0.7575,0.1275,1081,中性,45.9
AMZ_UK,US,SPU206,266,4.525,0.7025,0.1725,1443,痛点,45.885
AMZ_DE,US,SPU203,382,4.425,0.75,0.12,1415,中性,45.839999999999996
AMZ_DE,AU,SPU203,331,4.275,0.825,0.1375,838,亮点,45.5125
AMZ_UK,US,SPU202,323,4.025,0.77,0.14,982,中性,45.220000000000006
AMZ_DE,AU,SPU208,346,4.25,0.8175,0.13,1404,亮点,44.980000000000004
DTC_UK,DE,SPU201,339,4.225,0.8049999999999999,0.1325,899,亮点,44.917500000000004
DTC_UK,UK,SPU201,304,3.925,0.7575,0.1475,978,中性,44.839999999999996
AMZ_UK,FR,SPU207,448,4.075,0.74,0.09999999999999999,1179,中性,44.8
DTC_UK,FR,SPU207,288,4.175,0.6849999999999999,0.155,763,痛点,44.64
AMZ_DE,UK,SPU201,338,4.4,0.7324999999999999,0.13,806,中性,43.940000000000005
AMZ_US,AU,SPU205,295,4.225,0.7725,0.14750000000000002,908,中性,43.5125
AMZ_UK,AU,SPU203,337,4.25,0.8175,0.1275,474,亮点,42.9675
DTC_US,AU,SPU204,330,4.15,0.6950000000000001,0.13,930,中性,42.9
AMZ_DE,AU,SPU207,356,4.15,0.765,0.12,620,中性,42.72
AMZ_US,DE,SPU208,348,4.075,0.6525,0.1225,1231,中性,42.63
AMZ_UK,DE,SPU203,249,4.075,0.7675,0.17,781,痛点,42.330000000000005
AMZ_DE,US,SPU204,360,4.325,0.78,0.1175,1567,中性,42.3
AMZ_DE,AU,SPU205,299,4.2,0.7575000000000001,0.14,803,中性,41.86000000000001
AMZ_US,AU,SPU204,321,4.3,0.735,0.13,1319,中性,41.730000000000004
AMZ_DE,UK,SPU206,223,4.25,0.725,0.185,950,痛点,41.255
AMZ_US,UK,SPU204,226,3.95,0.6825,0.1825,1231,痛点,41.245
AMZ_UK,DE,SPU205,270,4.1,0.7175,0.1525,870,痛点,41.175
AMZ_UK,AU,SPU201,270,3.85,0.66,0.1525,1152,痛点,41.175
AMZ_US,US,SPU204,295,4.3,0.8049999999999999,0.1375,1238,亮点,40.5625
DTC_US,FR,SPU207,318,4.05,0.6425,0.1275,559,中性,40.545
DTC_UK,DE,SPU202,449,4.1,0.7475,0.0875,708,中性,39.287499999999994
AMZ_US,AU,SPU208,314,3.975,0.7025,0.125,791,中性,39.25
AMZ_US,US,SPU203,253,3.8,0.81,0.14750000000000002,645,亮点,37.3175
AMZ_UK,US,SPU209,336,4.275,0.8275,0.11,1090,亮点,36.96
DTC_UK,UK,SPU209,389,4.2,0.785,0.095,1008,中性,36.955
DTC_US,FR,SPU205,360,3.8499999999999996,0.7675000000000001,0.1025,1017,中性,36.9
DTC_UK,FR,SPU205,277,4.05,0.7525,0.1325,905,中性,36.7025
DTC_US,US,SPU209,293,4.55,0.7275,0.125,1147,中性,36.625
AMZ_US,UK,SPU202,311,4.225,0.835,0.11750000000000001,459,亮点,36.542500000000004
DTC_US,US,SPU201,228,4.4,0.6975,0.16,1067,痛点,36.480000000000004
AMZ_UK,FR,SPU208,339,4.325,0.7424999999999999,0.1075,1177,中性,36.4425
DTC_UK,US,SPU207,309,4.075,0.7275,0.115,1029,中性,35.535000000000004
DTC_UK,AU,SPU206,361,3.825,0.735,0.0975,743,中性,35.1975
AMZ_US,DE,SPU209,257,4.2,0.74,0.135,932,中性,34.695
DTC_UK,UK,SPU204,384,4.275,0.7175,0.09000000000000001,364,中性,34.56
AMZ_US,AU,SPU207,206,4.575,0.73,0.16749999999999998,878,痛点,34.504999999999995
DTC_UK,US,SPU204,327,4.225,0.8200000000000001,0.105,1404,亮点,34.335
DTC_UK,DE,SPU208,357,3.9,0.7875000000000001,0.095,735,中性,33.915
DTC_UK,UK,SPU206,307,4.175,0.7075,0.11,1097,中性,33.77
DTC_UK,US,SPU202,326,3.875,0.795,0.10250000000000001,643,中性,33.415
DTC_UK,US,SPU205,332,4.5,0.7525,0.1,843,中性,33.2
DTC_US,AU,SPU203,265,3.925,0.7425,0.125,929,中性,33.125
AMZ_DE,AU,SPU201,292,4.175,0.8,0.11250000000000002,1091,中性,32.85
AMZ_US,US,SPU202,227,4.2,0.6975,0.1425,1064,中性,32.3475
DTC_US,FR,SPU208,334,3.925,0.7325,0.0925,1105,中性,30.895
AMZ_UK,US,SPU205,234,4.425,0.7324999999999999,0.1275,1229,中性,29.835
AMZ_DE,DE,SPU202,228,4.15,0.775,0.13,1308,中性,29.64
AMZ_US,FR,SPU203,232,3.975,0.66,0.1025,982,中性,23.779999999999998
DTC_UK,AU,SPU201,152,3.9,0.73,0.15,760,中性,22.8
AMZ_DE,DE,SPU205,165,4.075,0.8375,0.1325,1232,亮点,21.8625
AMZ_UK,DE,SPU202,187,4.15,0.735,0.085,1240,中性,15.895000000000001
