campaign_id,campaign_type,country_code,channel_id,dt,ad_spend,impressions,clicks,roas,ad_attributed_sales
C1,performance,US,DTC,2026-01-14,2248.85,462549,4761,6.48,14572.61
C1,promo,US,DTC,2026-01-15,2973.3,51115,3090,4.96,14762.27
C1,performance,US,DTC,2026-01-16,1445.21,224698,4758,4.65,6719.08
C1,promo,US,DTC,2026-01-17,2673.55,135350,3417,4.94,13214.63
C1,promo,US,DTC,2026-01-18,2369.48,65522,806,6.69,15852.11
C1,kol,US,DTC,2026-01-19,4114.1,385787,3252,7.95,32717.6
C1,kol,US,DTC,2026-01-20,1815.36,273734,802,6.83,12406.27
C1,brand,US,DTC,2026-01-21,2358.1,128018,2050,2.3,5413.72
C1,promo,US,DTC,2026-01-22,3240.63,304664,1037,2.73,8839.11
C1,promo,US,DTC,2026-01-23,3396.09,244405,2004,4.62,15681.33
C1,brand,US,DTC,2026-01-24,1303.03,422598,580,3.56,4644.0
C1,kol,US,DTC,2026-01-25,976.1,67140,3170,2.57,2508.81
C1,kol,US,DTC,2026-01-26,4198.11,417300,1994,5.58,23426.87
C1,brand,US,DTC,2026-01-27,668.09,214512,938,2.68,1789.69
C1,promo,US,DTC,2026-01-28,3133.67,419605,4290,4.85,15205.05
C1,brand,US,DTC,2026-01-29,3034.65,110520,4508,2.98,9053.94
C1,performance,US,DTC,2026-01-30,4569.72,335356,4753,7.95,36335.48
C1,promo,UK,AMZ,2026-01-01,4693.61,322028,2293,7.7,36146.74
C1,promo,UK,AMZ,2026-01-02,855.41,308414,1049,7.36,6298.08
C1,promo,UK,AMZ,2026-01-03,4611.94,250798,2383,8.0,36888.36
C1,kol,UK,AMZ,2026-01-04,673.66,466454,1255,7.89,5316.14
C1,performance,UK,AMZ,2026-01-05,3192.38,422868,4650,3.65,11650.19
C1,performance,UK,AMZ,2026-01-06,3218.59,155682,2189,3.4,10956.18
C1,promo,UK,AMZ,2026-01-07,3366.71,121325,4854,7.44,25031.81
C1,brand,UK,AMZ,2026-01-08,4616.86,427392,2412,4.46,20613.61
C1,brand,UK,AMZ,2026-01-09,3792.67,368926,1961,3.2,12144.28
C1,kol,UK,AMZ,2026-01-10,3892.01,351466,507,3.86,15016.84
C1,performance,UK,AMZ,2026-01-11,4019.01,122894,4432,4.72,18968.0
C1,brand,UK,AMZ,2026-01-12,3468.94,133038,1052,6.12,21234.07
C1,performance,UK,AMZ,2026-01-13,1733.05,143697,4261,2.7,4680.66
C1,performance,UK,AMZ,2026-01-14,3323.28,174338,3767,3.75,12476.74
C1,brand,UK,AMZ,2026-01-15,970.16,277997,4037,6.12,5940.97
C1,kol,UK,AMZ,2026-01-16,4959.75,152391,1772,4.43,21961.13
C1,performance,UK,AMZ,2026-01-17,3904.42,227132,1422,2.34,9132.05
C1,performance,UK,AMZ,2026-01-18,2516.77,463324,3287,3.33,8374.37
C1,performance,UK,AMZ,2026-01-19,2306.94,366615,3449,5.71,13164.23
C1,kol,UK,AMZ,2026-01-20,3753.25,137273,3338,7.05,26463.61
C1,performance,UK,AMZ,2026-01-21,3151.2,379064,4903,6.47,20391.0
C1,performance,UK,AMZ,2026-01-22,4217.98,451468,4447,5.85,24688.92
C1,promo,UK,AMZ,2026-01-23,4072.53,156968,1458,7.11,28939.49
C1,brand,UK,AMZ,2026-01-24,1721.22,79550,3470,7.84,13491.39
C1,promo,UK,AMZ,2026-01-25,2556.22,132681,3685,7.33,18729.82
C1,promo,UK,AMZ,2026-01-26,2529.44,242573,4824,6.25,15796.7
C1,brand,UK,AMZ,2026-01-27,2622.24,266651,2025,2.76,7247.53
C1,kol,UK,AMZ,2026-01-28,3676.47,125582,3583,5.91,21745.98
C1,performance,UK,AMZ,2026-01-29,2289.36,88725,1719,5.86,13407.96
C1,performance,UK,AMZ,2026-01-30,2983.23,311910,3895,3.54,10568.72
C1,performance,UK,DTC,2026-01-01,2285.27,331620,3544,2.92,6670.27
C1,promo,UK,DTC,2026-01-02,2665.07,421215,644,3.26,8677.28
C1,promo,UK,DTC,2026-01-03,2460.15,273009,1293,2.42,5941.37
C1,performance,UK,DTC,2026-01-04,4249.72,398117,4437,6.38,27123.83
C1,kol,UK,DTC,2026-01-05,2163.82,460716,2250,4.17,9020.52
C1,promo,UK,DTC,2026-01-06,1462.11,242803,1987,4.69,6853.88
C1,kol,UK,DTC,2026-01-07,4777.73,325550,3897,2.31,11047.43
C1,brand,UK,DTC,2026-01-08,1578.69,249756,4803,3.38,5339.22
C1,performance,UK,DTC,2026-01-09,4892.35,384154,3536,7.48,36598.05
C1,performance,UK,DTC,2026-01-10,1359.73,398413,1319,6.9,9378.56
C1,kol,UK,DTC,2026-01-11,3933.47,254120,4155,7.73,30391.49
C1,performance,UK,DTC,2026-01-12,3219.71,292802,4908,4.97,15998.64
C1,performance,UK,DTC,2026-01-13,3319.96,396929,3075,6.72,22306.47
C1,brand,UK,DTC,2026-01-14,3485.13,197733,4614,6.44,22450.57
C1,promo,UK,DTC,2026-01-15,1589.83,389855,3978,5.77,9178.77
C1,promo,UK,DTC,2026-01-16,4932.28,169107,3539,2.65,13056.33
C1,kol,UK,DTC,2026-01-17,4701.27,243596,3878,5.12,24075.66
C1,kol,UK,DTC,2026-01-18,3238.57,391508,841,2.38,7711.73
C1,kol,UK,DTC,2026-01-19,3270.77,193452,2185,4.42,14472.8
C1,performance,UK,DTC,2026-01-20,1041.22,209465,2854,2.22,2308.64
C1,promo,UK,DTC,2026-01-21,4779.24,300309,1890,3.51,16791.94
C1,kol,UK,DTC,2026-01-22,3524.9,494547,1134,7.66,26994.12
C1,performance,UK,DTC,2026-01-23,3679.47,208818,2365,7.22,26564.22
C1,performance,UK,DTC,2026-01-24,2310.33,423519,3630,7.78,17966.76
C1,promo,UK,DTC,2026-01-25,2711.33,278208,1745,4.18,11331.01
C1,kol,UK,DTC,2026-01-26,4125.67,114829,2896,3.17,13073.27
C1,promo,UK,DTC,2026-01-27,3428.9,218217,2907,3.44,11801.84
C1,promo,UK,DTC,2026-01-28,3371.42,334293,1531,3.19,10748.71
C1,promo,UK,DTC,2026-01-29,681.46,229992,4275,2.92,1988.27
C1,brand,UK,DTC,2026-01-30,1507.18,133211,3988,5.14,7748.79
C1,kol,DE,AMZ,2026-01-01,4712.57,129993,3439,4.19,19740.52
C1,brand,DE,AMZ,2026-01-02,1108.32,75905,1733,3.24,3595.05
C1,kol,DE,AMZ,2026-01-03,2078.32,241175,3275,5.49,11419.13
C1,promo,DE,AMZ,2026-01-04,3097.4,463450,3027,3.15,9749.79
C1,performance,DE,AMZ,2026-01-05,4689.04,395252,4797,5.98,28061.3
C1,promo,DE,AMZ,2026-01-06,2458.54,330064,818,4.81,11814.6
C1,brand,DE,AMZ,2026-01-07,1209.47,308771,3322,6.56,7939.63
C1,performance,DE,AMZ,2026-01-08,4541.56,208731,900,4.2,19083.58
C1,brand,DE,AMZ,2026-01-09,3032.74,106697,767,6.36,19287.09
C1,promo,DE,AMZ,2026-01-10,4420.75,379653,1045,2.59,11430.79
C1,promo,DE,AMZ,2026-01-11,2038.4,254249,1238,5.49,11190.63
C1,kol,DE,AMZ,2026-01-12,1066.11,471973,889,2.03,2161.03
C1,kol,DE,AMZ,2026-01-13,2533.41,361416,3152,2.67,6754.6
C1,brand,DE,AMZ,2026-01-14,2966.1,486282,1609,2.92,8649.0
C1,performance,DE,AMZ,2026-01-15,1976.31,105063,1845,4.47,8835.07
C1,promo,DE,AMZ,2026-01-16,3579.48,267986,3864,6.01,21501.35
C1,performance,DE,AMZ,2026-01-17,4609.43,363011,2415,6.82,31427.26
C1,kol,DE,AMZ,2026-01-18,548.02,310339,3507,7.16,3923.34
C1,performance,DE,AMZ,2026-01-19,1312.98,141782,1651,3.26,4281.7
C1,promo,DE,AMZ,2026-01-20,1325.56,491913,2723,2.21,2927.42
C1,kol,DE,AMZ,2026-01-21,562.77,111606,3007,4.19,2358.32
C1,promo,DE,AMZ,2026-01-22,4170.49,479939,4205,2.65,11042.52
C1,performance,DE,AMZ,2026-01-23,1101.92,401324,3388,5.9,6496.23
C1,brand,DE,AMZ,2026-01-24,2793.81,404398,1284,4.39,12260.7
C1,promo,DE,AMZ,2026-01-25,1306.83,286503,4218,7.24,9463.19
C1,brand,DE,AMZ,2026-01-26,4146.64,459074,4734,2.77,11467.16
C1,performance,DE,AMZ,2026-01-27,580.81,254300,4479,5.06,2940.27
C1,kol,DE,AMZ,2026-01-28,2466.3,205223,536,6.63,16346.49
C1,performance,DE,AMZ,2026-01-29,4235.87,385740,3227,6.19,26218.49
C1,performance,DE,AMZ,2026-01-30,4228.39,338614,636,5.08,21489.62
C1,promo,DE,DTC,2026-01-01,1466.85,251675,4383,6.59,9659.99
C1,performance,DE,DTC,2026-01-02,2019.87,278978,842,4.86,9817.63
C1,kol,DE,DTC,2026-01-03,3379.8,152201,4741,7.67,25938.98
C1,promo,DE,DTC,2026-01-04,1844.02,259496,3117,7.15,13178.46
C1,brand,DE,DTC,2026-01-05,974.29,397608,4977,4.05,3942.53
C1,kol,DE,DTC,2026-01-06,2485.53,305069,2886,6.04,15000.51
C1,performance,DE,DTC,2026-01-07,4563.94,457395,539,4.79,21849.85
C1,brand,DE,DTC,2026-01-08,1297.05,376212,2400,5.4,7001.19
C1,brand,DE,DTC,2026-01-09,2581.06,255383,958,4.01,10355.29
C1,promo,DE,DTC,2026-01-10,4032.82,241082,1315,5.33,21482.57
C1,promo,DE,DTC,2026-01-11,620.05,464425,916,6.52,4041.43
C1,brand,DE,DTC,2026-01-12,3790.49,208279,1338,2.59,9811.1
C1,brand,DE,DTC,2026-01-13,4235.15,390650,4412,4.94,20914.12
C1,brand,DE,DTC,2026-01-14,1387.91,69346,2782,7.35,10205.19
C1,kol,DE,DTC,2026-01-15,732.59,431784,2227,7.06,5171.95
C1,kol,DE,DTC,2026-01-16,1550.28,56277,2760,6.22,9648.14
C1,performance,DE,DTC,2026-01-17,2513.0,349355,3396,5.71,14349.43
C1,promo,DE,DTC,2026-01-18,782.86,144515,3538,4.38,3429.97
C1,promo,DE,DTC,2026-01-19,2921.62,346177,4753,3.76,10992.8
C1,performance,DE,DTC,2026-01-20,1520.77,314418,2970,4.54,6905.26
C1,kol,DE,DTC,2026-01-21,1957.91,465191,3236,3.55,6945.95
C1,promo,DE,DTC,2026-01-22,3518.72,440747,1887,2.54,8941.68
C1,brand,DE,DTC,2026-01-23,3950.17,369767,2118,6.29,24862.27
C1,kol,DE,DTC,2026-01-24,790.41,156147,2203,4.7,3714.51
C1,performance,DE,DTC,2026-01-25,4132.45,264340,2922,5.5,22728.46
C1,brand,DE,DTC,2026-01-26,2103.65,484844,999,7.1,14945.74
C1,kol,DE,DTC,2026-01-27,1586.78,391974,4121,5.14,8155.66
C1,performance,DE,DTC,2026-01-28,4912.92,276094,1226,6.57,32266.35
C1,brand,DE,DTC,2026-01-29,715.81,131147,3315,3.0,2144.51
C1,performance,DE,DTC,2026-01-30,1174.38,270868,1107,7.45,8745.89
C2,brand,US,AMZ,2026-01-01,1086.53,324915,3227,2.7,2935.01
C2,performance,US,AMZ,2026-01-02,507.11,252959,2804,2.18,1106.65
C2,kol,US,AMZ,2026-01-03,3144.66,387927,3980,7.17,22561.69
C2,promo,US,AMZ,2026-01-04,2389.72,323388,4982,4.0,9565.79
C2,brand,US,AMZ,2026-01-05,3383.2,209950,3889,6.48,21936.31
C2,brand,US,AMZ,2026-01-06,3443.1,390760,2224,5.53,19027.06
C2,performance,US,AMZ,2026-01-07,3042.83,176599,2177,3.45,10503.13
C2,brand,US,AMZ,2026-01-08,3530.83,138919,1906,6.38,22541.19
C2,promo,US,AMZ,2026-01-09,4752.43,92039,4098,5.86,27834.98
C2,kol,US,AMZ,2026-01-10,4295.18,224735,4810,6.11,26259.09
C2,performance,US,AMZ,2026-01-11,1716.72,372038,4353,7.97,13688.48
C2,promo,US,AMZ,2026-01-12,954.9,90318,4750,5.67,5412.51
C2,kol,US,AMZ,2026-01-13,568.69,206640,2847,3.69,2099.39
C2,performance,US,AMZ,2026-01-14,735.83,483855,4176,6.06,4461.07
C2,performance,US,AMZ,2026-01-15,3425.42,445252,3546,7.74,26503.59
C2,brand,US,AMZ,2026-01-16,2705.02,298827,523,7.59,20538.69
C2,brand,US,AMZ,2026-01-17,660.12,121524,3898,6.58,4346.38
C2,kol,US,AMZ,2026-01-18,1542.12,332187,3735,6.86,10581.75
C2,brand,US,AMZ,2026-01-19,4543.77,460356,3024,7.2,32737.24
C2,brand,US,AMZ,2026-01-20,4900.97,158611,3848,2.84,13898.07
C2,performance,US,AMZ,2026-01-21,1922.47,283451,806,3.86,7412.94
C2,performance,US,AMZ,2026-01-22,4671.45,398405,3280,6.15,28706.63
C2,promo,US,AMZ,2026-01-23,501.85,285067,3696,7.54,3782.73
C2,kol,US,AMZ,2026-01-24,3432.56,380679,1693,2.29,7861.85
C2,promo,US,AMZ,2026-01-25,1634.91,401057,4098,7.08,11570.52
C2,performance,US,AMZ,2026-01-26,2701.1,136134,3096,4.56,12312.79
C2,brand,US,AMZ,2026-01-27,2694.12,112471,1468,5.18,13953.85
C2,brand,US,AMZ,2026-01-28,3560.21,158007,1154,2.11,7505.61
C2,brand,US,AMZ,2026-01-29,2329.73,320628,3101,3.94,9187.0
C2,brand,US,AMZ,2026-01-30,1784.13,305540,1095,6.4,11426.73
C2,kol,US,DTC,2026-01-01,3136.33,105781,4369,7.16,22443.57
C2,performance,US,DTC,2026-01-02,2291.25,408949,1475,6.82,15622.37
C2,brand,US,DTC,2026-01-03,4305.69,219180,1951,7.82,33653.99
C2,performance,US,DTC,2026-01-04,909.66,117965,4132,4.48,4074.52
C2,kol,US,DTC,2026-01-05,4967.74,155935,4098,4.14,20565.11
C2,promo,US,DTC,2026-01-06,3974.14,426924,3164,3.02,12014.55
C2,promo,US,DTC,2026-01-07,4844.35,72072,4391,4.91,23793.92
C2,brand,US,DTC,2026-01-08,856.34,178259,3192,4.69,4015.35
C2,promo,US,DTC,2026-01-09,4786.89,129400,2025,3.05,14591.64
C2,promo,US,DTC,2026-01-10,1708.61,483858,4837,2.42,4133.42
C2,kol,US,DTC,2026-01-11,1979.61,163259,3000,3.76,7450.79
C2,brand,US,DTC,2026-01-12,1714.88,310226,3159,3.33,5709.11
C2,brand,US,DTC,2026-01-13,4120.89,383110,906,6.66,27428.07
C2,promo,US,DTC,2026-01-14,2808.85,449022,4854,7.08,19898.26
C2,promo,US,DTC,2026-01-15,3815.62,344743,3616,6.44,24579.76
C2,brand,US,DTC,2026-01-16,4673.83,75792,4982,2.01,9385.67
C2,brand,US,DTC,2026-01-17,3713.69,162406,3837,7.28,27022.23
C2,brand,US,DTC,2026-01-18,2336.09,423134,2414,3.5,8174.46
C2,brand,US,DTC,2026-01-19,1196.67,111032,3618,3.98,4757.76
C2,kol,US,DTC,2026-01-20,4969.24,105609,3718,3.4,16887.06
C2,brand,US,DTC,2026-01-21,4915.09,269162,3600,2.09,10272.49
C2,promo,US,DTC,2026-01-22,960.01,217995,719,5.02,4814.72
C2,brand,US,DTC,2026-01-23,3363.93,72075,3093,6.8,22869.94
C2,performance,US,DTC,2026-01-24,4380.51,109622,745,6.05,26481.58
C2,kol,US,DTC,2026-01-25,4525.69,339445,4577,6.86,31046.72
C2,promo,US,DTC,2026-01-26,4101.64,337374,2942,5.63,23074.01
C2,brand,US,DTC,2026-01-27,2203.89,221231,3672,5.28,11636.0
C2,brand,US,DTC,2026-01-28,2912.87,271281,792,7.56,22030.73
C2,performance,US,DTC,2026-01-29,3733.72,281572,3966,6.61,24671.68
C2,kol,US,DTC,2026-01-30,1525.0,213041,2316,4.69,7157.54
C2,promo,UK,AMZ,2026-01-01,4536.47,159017,4349,7.28,33036.99
C2,promo,UK,AMZ,2026-01-02,4882.01,134242,686,7.39,36092.17
C2,kol,UK,AMZ,2026-01-03,2993.76,62809,709,6.86,20550.31
C2,promo,UK,AMZ,2026-01-04,1494.85,440659,1834,3.29,4910.67
C2,promo,UK,AMZ,2026-01-05,1266.65,358766,3727,2.89,3661.14
C2,kol,UK,AMZ,2026-01-06,1147.26,420707,832,7.92,9090.07
C2,performance,UK,AMZ,2026-01-07,3227.97,83717,2575,4.5,14524.42
C2,kol,UK,AMZ,2026-01-08,891.23,263092,2900,4.57,4071.24
C2,performance,UK,AMZ,2026-01-09,4058.16,294865,1518,3.76,15254.36
C2,kol,UK,AMZ,2026-01-10,3225.92,487826,3002,5.54,17861.35
C2,performance,UK,AMZ,2026-01-11,2370.56,149280,1871,4.1,9717.17
C2,promo,UK,AMZ,2026-01-12,1953.4,358152,607,5.03,9818.82
C2,performance,UK,AMZ,2026-01-13,4385.96,253485,1374,6.34,27813.5
C2,promo,UK,AMZ,2026-01-14,2777.37,291121,1773,7.0,19434.9
C2,brand,UK,AMZ,2026-01-15,4501.04,96023,3546,5.15,23192.02
C2,kol,UK,AMZ,2026-01-16,1663.25,184511,4428,6.94,11546.21
C2,kol,UK,AMZ,2026-01-17,3891.5,460398,2260,7.66,29791.83
C2,kol,UK,AMZ,2026-01-18,3759.9,60360,4235,4.14,15550.23
C2,kol,UK,AMZ,2026-01-19,2411.06,83370,4795,6.84,16487.83
C2,performance,UK,AMZ,2026-01-20,2543.75,321176,3642,4.88,12423.73
C2,kol,UK,AMZ,2026-01-21,859.92,496983,1536,5.54,4767.85
C2,brand,UK,AMZ,2026-01-22,1221.44,269437,4337,3.4,4152.3
C2,promo,UK,AMZ,2026-01-23,2824.46,482959,3052,2.9,8183.3
C2,brand,UK,AMZ,2026-01-24,2663.26,249416,3398,5.66,15069.39
C2,performance,UK,AMZ,2026-01-25,1386.2,367392,2831,7.75,10738.91
C2,performance,UK,AMZ,2026-01-26,1460.13,225717,1131,6.44,9399.8
C2,kol,UK,AMZ,2026-01-27,2713.44,390526,4817,6.03,16357.18
C2,brand,UK,AMZ,2026-01-28,1639.43,168643,1421,5.54,9086.19
C2,brand,UK,AMZ,2026-01-29,4063.82,231844,3452,3.02,12276.46
C2,kol,UK,AMZ,2026-01-30,4308.96,436618,1065,2.22,9575.85
C2,performance,UK,DTC,2026-01-01,4764.8,167556,1357,2.67,12704.77
C2,performance,UK,DTC,2026-01-02,3977.93,491259,1745,7.15,28431.6
C2,brand,UK,DTC,2026-01-03,1236.0,296300,1314,4.83,5970.54
C2,brand,UK,DTC,2026-01-04,1026.7,68740,4310,6.01,6169.53
C2,kol,UK,DTC,2026-01-05,4840.8,338927,1261,6.3,30496.03
C2,performance,UK,DTC,2026-01-06,1955.69,374215,4194,4.9,9586.12
C2,kol,UK,DTC,2026-01-07,2644.79,331298,2463,3.55,9387.91
C2,performance,UK,DTC,2026-01-08,1161.09,208069,2635,3.69,4286.74
C2,kol,UK,DTC,2026-01-09,3955.37,496247,3779,3.22,12730.06
C2,brand,UK,DTC,2026-01-10,891.87,141725,1601,5.72,5103.04
C2,kol,UK,DTC,2026-01-11,3691.91,53060,3426,4.14,15297.25
C2,kol,UK,DTC,2026-01-12,2568.2,99116,2249,3.81,9782.1
C2,kol,UK,DTC,2026-01-13,825.57,65141,2877,4.5,3715.2
C2,kol,UK,DTC,2026-01-14,1980.53,465941,1739,3.57,7075.8
C2,performance,UK,DTC,2026-01-15,777.01,136711,4622,2.05,1592.55
C2,brand,UK,DTC,2026-01-16,4746.04,94134,872,6.79,32223.89
C2,brand,UK,DTC,2026-01-17,721.21,106947,3927,3.45,2489.3
C2,performance,UK,DTC,2026-01-18,872.0,354739,1925,3.11,2714.07
C2,brand,UK,DTC,2026-01-19,3457.39,326600,3603,2.27,7845.81
C2,kol,UK,DTC,2026-01-20,2865.11,321372,4228,6.14,17588.7
C2,promo,UK,DTC,2026-01-21,2483.44,274647,1642,4.52,11226.23
C2,performance,UK,DTC,2026-01-22,3084.32,398904,2129,5.03,15527.87
C2,brand,UK,DTC,2026-01-23,4260.04,152261,1057,6.34,27015.71
C2,promo,UK,DTC,2026-01-24,2381.0,74578,1551,5.89,14034.77
C2,performance,UK,DTC,2026-01-25,3368.27,247118,3904,3.35,11268.72
C2,promo,UK,DTC,2026-01-26,519.62,438938,3821,2.68,1390.0
C2,performance,UK,DTC,2026-01-27,4070.46,105598,3154,3.02,12282.13
C2,kol,UK,DTC,2026-01-28,3133.05,234681,2644,3.92,12275.02
C2,brand,UK,DTC,2026-01-29,2102.95,353479,1241,2.37,4974.47
C2,performance,UK,DTC,2026-01-30,1899.38,284295,2867,3.63,6903.87
C2,kol,DE,AMZ,2026-01-01,1285.93,206215,1043,3.79,4872.61
C2,promo,DE,AMZ,2026-01-02,1130.2,303800,1723,5.47,6183.9
C2,kol,DE,AMZ,2026-01-03,2872.52,451336,4209,6.68,19197.43
C2,kol,DE,AMZ,2026-01-04,2136.01,371402,577,5.83,12448.71
C2,promo,DE,AMZ,2026-01-05,1002.12,227125,781,4.57,4578.43
C2,performance,DE,AMZ,2026-01-06,3996.26,162909,3293,2.12,8460.62
C2,brand,DE,AMZ,2026-01-07,2673.02,233000,2096,6.98,18644.56
C2,brand,DE,AMZ,2026-01-08,3807.42,92923,2642,7.04,26785.79
C2,promo,DE,AMZ,2026-01-09,4226.19,178165,1438,5.57,23522.93
C2,kol,DE,AMZ,2026-01-10,3165.98,266854,3185,7.88,24948.91
C2,performance,DE,AMZ,2026-01-11,2393.95,280502,3797,2.64,6329.14
C2,kol,DE,AMZ,2026-01-12,3242.5,362499,4635,2.38,7708.58
C2,kol,DE,AMZ,2026-01-13,2251.7,114033,2783,4.77,10750.0
C2,brand,DE,AMZ,2026-01-14,1015.45,281853,3593,6.86,6966.75
C2,performance,DE,AMZ,2026-01-15,4387.71,174501,2898,7.92,34761.61
C2,kol,DE,AMZ,2026-01-16,3096.32,86303,3377,6.94,21502.6
C2,performance,DE,AMZ,2026-01-17,3928.49,206837,2840,7.25,28484.4
C2,promo,DE,AMZ,2026-01-18,3402.08,239060,3402,6.71,22827.05
C2,brand,DE,AMZ,2026-01-19,2837.76,466968,2142,2.07,5873.79
C2,promo,DE,AMZ,2026-01-20,3988.22,248768,4249,4.55,18159.88
C2,brand,DE,AMZ,2026-01-21,1024.0,217644,2868,4.36,4468.6
C2,kol,DE,AMZ,2026-01-22,2433.21,55608,1600,5.86,14264.99
C2,performance,DE,AMZ,2026-01-23,1680.84,384024,716,6.64,11163.94
C2,promo,DE,AMZ,2026-01-24,2990.42,209487,3439,6.21,18575.54
C2,brand,DE,AMZ,2026-01-25,4741.74,90308,1796,4.75,22532.5
C2,kol,DE,AMZ,2026-01-26,1416.73,276812,1655,4.86,6884.47
C2,kol,DE,AMZ,2026-01-27,934.65,424612,1284,4.24,3966.25
C2,brand,DE,AMZ,2026-01-28,4693.75,66292,2533,5.15,24182.96
C2,brand,DE,AMZ,2026-01-29,3603.66,466462,4153,4.04,14571.24
C2,brand,DE,AMZ,2026-01-30,2310.39,474904,3886,2.71,6261.44
C2,brand,DE,DTC,2026-01-01,1789.97,112157,3716,2.5,4480.99
C2,brand,DE,DTC,2026-01-02,4615.06,160573,1977,2.62,12103.68
C2,promo,DE,DTC,2026-01-03,3193.87,307506,1149,3.64,11610.82
C2,promo,DE,DTC,2026-01-04,1007.86,368531,1095,2.61,2628.09
C2,kol,DE,DTC,2026-01-05,2218.81,445459,2201,4.21,9337.89
C2,performance,DE,DTC,2026-01-06,2415.0,419841,1447,6.26,15120.94
C2,brand,DE,DTC,2026-01-07,3021.58,94348,2341,2.64,7991.23
C2,kol,DE,DTC,2026-01-08,3660.88,302299,2356,2.87,10513.01
C2,performance,DE,DTC,2026-01-09,2433.82,161889,671,5.98,14561.03
C2,performance,DE,DTC,2026-01-10,2287.52,182957,975,7.72,17656.79
C2,performance,DE,DTC,2026-01-11,4674.03,86534,3422,2.24,10491.84
C2,kol,DE,DTC,2026-01-12,4987.27,77278,580,4.15,20680.76
C2,kol,DE,DTC,2026-01-13,1527.6,123277,1306,7.67,11709.63
C2,promo,DE,DTC,2026-01-14,3986.98,199979,3139,5.03,20039.69
C2,brand,DE,DTC,2026-01-15,4211.07,149468,1119,2.18,9192.68
C2,performance,DE,DTC,2026-01-16,4359.47,448810,2960,4.54,19779.83
C2,promo,DE,DTC,2026-01-17,3470.54,134631,2837,6.71,23270.4
