order_id,line_item_id,spu_id,sku_id,unit_price,item_qty,gmv_line
53,3,206,1007,93.62,2,187.24
54,1,207,1000,29.43,2,58.86
55,1,203,1009,26.73,1,26.73
55,2,202,1000,119.76,1,119.76
56,1,204,1002,109.17,2,218.34
56,2,204,1002,76.62,2,153.24
56,3,207,1001,21.44,2,42.88
57,1,206,1009,50.9,2,101.8
58,1,204,1009,82.46,1,82.46
58,2,202,1001,78.1,1,78.1
58,3,208,1003,33.84,2,67.68
59,1,201,1006,112.82,1,112.82
59,2,204,1002,72.77,2,145.54
59,3,203,1005,118.11,1,118.11
60,1,208,1001,91.51,2,183.02
61,1,207,1006,106.36,1,106.36
61,2,204,1006,36.74,1,36.74
61,3,208,1008,84.43,1,84.43
62,1,200,1006,75.47,2,150.94
62,2,207,1005,61.38,2,122.76
63,1,201,1003,86.78,2,173.56
63,2,206,1007,97.91,2,195.82
64,1,202,1007,116.09,2,232.18
64,2,201,1004,60.19,2,120.38
65,1,205,1009,84.26,2,168.52
66,1,205,1003,29.49,2,58.98
66,2,209,1000,26.65,2,53.3
66,3,206,1006,81.63,2,163.26
67,1,204,1006,108.61,1,108.61
68,1,203,1004,119.72,1,119.72
68,2,206,1008,89.12,2,178.24
68,3,204,1003,114.08,2,228.16
69,1,200,1000,117.53,1,117.53
69,2,202,1001,109.19,2,218.38
69,3,209,1001,61.62,2,123.24
70,1,207,1009,25.52,2,51.04
70,2,204,1003,36.75,2,73.5
70,3,208,1007,118.53,1,118.53
71,1,207,1007,40.73,2,81.46
71,2,200,1003,102.66,2,205.32
71,3,203,1004,50.25,1,50.25
72,1,201,1005,109.82,2,219.64
72,2,207,1006,118.67,1,118.67
73,1,204,1005,102.93,2,205.86
73,2,207,1002,70.55,2,141.1
74,1,206,1009,28.23,1,28.23
74,2,204,1007,91.52,1,91.52
75,1,208,1001,39.07,1,39.07
75,2,200,1009,119.18,1,119.18
76,1,206,1000,73.8,1,73.8
76,2,203,1009,108.95,2,217.9
76,3,208,1005,72.28,1,72.28
77,1,202,1001,56.14,2,112.28
77,2,203,1008,52.82,2,105.64
77,3,200,1000,32.6,2,65.2
78,1,208,1009,76.77,2,153.54
79,1,206,1007,60.28,1,60.28
79,2,205,1005,94.16,1,94.16
80,1,202,1005,105.43,2,210.86
81,1,205,1007,48.57,2,97.14
81,2,208,1005,77.13,1,77.13
82,1,202,1000,99.77,2,199.54
82,2,204,1003,104.51,1,104.51
83,1,204,1009,42.05,1,42.05
84,1,209,1001,46.32,1,46.32
84,2,200,1005,82.73,1,82.73
84,3,200,1007,65.83,2,131.66
85,1,206,1007,112.07,2,224.14
85,2,206,1004,112.45,2,224.9
86,1,206,1001,96.06,2,192.12
87,1,206,1001,71.29,2,142.58
87,2,201,1004,90.81,1,90.81
88,1,200,1007,24.55,1,24.55
88,2,208,1003,81.51,1,81.51
89,1,206,1003,70.13,2,140.26
89,2,203,1008,75.12,2,150.24
90,1,202,1001,36.07,1,36.07
90,2,200,1008,43.75,2,87.5
91,1,200,1007,48.1,2,96.2
92,1,206,1000,25.55,2,51.1
92,2,204,1004,43.69,1,43.69
93,1,201,1005,58.73,2,117.46
93,2,202,1005,94.94,1,94.94
93,3,202,1002,97.52,2,195.04
94,1,202,1001,23.01,2,46.02
94,2,206,1000,24.15,1,24.15
94,3,205,1001,87.85,2,175.7
95,1,203,1003,79.96,1,79.96
95,2,203,1009,47.75,2,95.5
96,1,200,1008,87.81,2,175.62
97,1,209,1002,119.01,2,238.02
97,2,200,1009,27.89,2,55.78
97,3,200,1007,119.17,2,238.34
98,1,208,1007,39.85,2,79.7
98,2,206,1008,47.29,2,94.58
99,1,207,1005,38.94,2,77.88
99,2,203,1007,110.48,2,220.96
99,3,207,1004,37.72,2,75.44
100,1,200,1002,114.15,2,228.3
100,2,209,1001,106.5,2,213.0
100,3,203,1006,108.46,1,108.46
101,1,200,1005,89.11,2,178.22
101,2,202,1009,92.97,1,92.97
101,3,200,1003,63.0,1,63.0
102,1,200,1003,93.49,1,93.49
102,2,209,1009,88.22,2,176.44
103,1,208,1004,93.39,2,186.78
103,2,204,1005,31.66,2,63.32
104,1,206,1003,54.4,1,54.4
105,1,202,1005,30.59,2,61.18
105,2,202,1007,85.7,2,171.4
105,3,203,1000,76.06,2,152.12
106,1,204,1009,100.1,1,100.1
106,2,204,1007,27.57,1,27.57
106,3,204,1008,118.06,1,118.06
107,1,207,1002,98.35,2,196.7
107,2,206,1009,106.35,2,212.7
107,3,205,1009,76.8,1,76.8
108,1,209,1004,23.18,1,23.18
108,2,206,1003,54.75,2,109.5
109,1,205,1007,72.36,2,144.72
110,1,208,1009,77.44,1,77.44
111,1,200,1005,102.36,2,204.72
111,2,207,1000,109.59,2,219.18
112,1,200,1005,40.91,2,81.82
113,1,205,1002,68.21,2,136.42
114,1,205,1000,58.1,2,116.2
114,2,202,1005,50.33,1,50.33
115,1,206,1008,27.66,2,55.32
116,1,209,1003,113.71,2,227.42
116,2,201,1001,36.12,2,72.24
117,1,206,1006,91.48,1,91.48
118,1,202,1000,97.36,1,97.36
118,2,203,1002,55.47,1,55.47
118,3,207,1007,114.02,2,228.04
119,1,201,1000,57.35,1,57.35
120,1,205,1009,95.0,2,190.0
120,2,203,1007,85.82,2,171.64
120,3,203,1009,22.92,1,22.92
121,1,205,1007,75.7,2,151.4
122,1,206,1001,46.23,1,46.23
122,2,202,1006,25.02,2,50.04
122,3,202,1009,51.66,2,103.32
123,1,204,1006,24.31,2,48.62
123,2,206,1004,64.39,2,128.78
124,1,203,1006,114.32,2,228.64
124,2,201,1007,45.12,2,90.24
125,1,209,1003,47.44,2,94.88
125,2,202,1009,52.52,2,105.04
126,1,203,1003,117.84,1,117.84
126,2,204,1005,92.84,1,92.84
126,3,205,1000,100.54,2,201.08
127,1,209,1002,81.93,2,163.86
127,2,206,1000,80.35,1,80.35
128,1,208,1006,50.45,1,50.45
128,2,204,1003,82.28,2,164.56
129,1,201,1007,97.63,2,195.26
129,2,209,1009,64.23,2,128.46
129,3,206,1008,89.04,1,89.04
130,1,201,1009,35.96,2,71.92
131,1,204,1005,22.37,1,22.37
131,2,200,1001,50.46,1,50.46
131,3,201,1005,23.59,2,47.18
132,1,202,1001,62.0,1,62.0
132,2,209,1005,22.87,1,22.87
132,3,209,1003,98.74,1,98.74
133,1,207,1006,74.42,2,148.84
133,2,207,1000,57.47,1,57.47
133,3,207,1003,42.43,1,42.43
134,1,203,1005,113.04,2,226.08
135,1,206,1009,107.07,1,107.07
136,1,204,1002,107.06,1,107.06
136,2,203,1002,59.46,1,59.46
136,3,204,1006,77.2,1,77.2
137,1,203,1001,93.39,2,186.78
138,1,204,1005,87.97,2,175.94
138,2,202,1006,78.48,2,156.96
139,1,205,1003,44.65,1,44.65
139,2,203,1008,53.73,2,107.46
140,1,205,1003,61.13,1,61.13
140,2,203,1008,99.05,1,99.05
140,3,201,1004,102.44,2,204.88
141,1,205,1009,73.52,2,147.04
141,2,201,1009,47.06,2,94.12
141,3,206,1003,35.62,1,35.62
142,1,202,1008,99.38,2,198.76
142,2,202,1004,106.61,1,106.61
142,3,203,1009,81.94,2,163.88
143,1,200,1006,53.03,2,106.06
143,2,207,1000,62.96,1,62.96
144,1,206,1009,29.95,1,29.95
144,2,200,1000,101.84,1,101.84
144,3,200,1004,119.2,1,119.2
145,1,207,1003,45.3,1,45.3
145,2,207,1001,26.1,2,52.2
146,1,202,1009,104.69,1,104.69
146,2,201,1000,79.42,1,79.42
146,3,205,1003,20.54,2,41.08
147,1,209,1009,96.86,2,193.72
147,2,207,1008,52.38,2,104.76
148,1,205,1005,45.11,2,90.22
148,2,208,1001,104.94,1,104.94
149,1,207,1008,112.89,1,112.89
149,2,209,1008,22.78,2,45.56
150,1,201,1000,22.79,2,45.58
150,2,207,1005,74.81,1,74.81
151,1,201,1004,86.38,2,172.76
151,2,206,1007,36.59,2,73.18
151,3,204,1001,26.94,1,26.94
152,1,205,1007,111.73,2,223.46
152,2,203,1005,91.47,2,182.94
153,1,203,1007,89.78,1,89.78
153,2,203,1003,50.79,1,50.79
154,1,204,1003,49.58,2,99.16
154,2,206,1005,83.37,1,83.37
155,1,206,1000,103.73,1,103.73
156,1,201,1004,111.84,2,223.68
157,1,207,1000,60.2,1,60.2
158,1,202,1005,52.27,1,52.27
159,1,203,1002,101.53,1,101.53
159,2,205,1008,71.45,1,71.45
160,1,204,1008,86.63,2,173.26
160,2,203,1006,29.5,2,59.0
160,3,205,1007,37.69,2,75.38
161,1,202,1003,28.76,1,28.76
161,2,209,1004,66.38,2,132.76
161,3,201,1003,51.83,1,51.83
162,1,202,1000,51.52,2,103.04
162,2,204,1003,93.85,1,93.85
163,1,203,1002,95.35,2,190.7
164,1,208,1005,93.02,1,93.02
164,2,204,1005,64.3,2,128.6
165,1,207,1009,42.6,1,42.6
165,2,209,1006,30.8,2,61.6
165,3,208,1003,47.78,1,47.78
166,1,206,1009,30.55,2,61.1
166,2,205,1001,102.01,2,204.02
166,3,205,1003,47.18,1,47.18
167,1,200,1002,81.36,1,81.36
167,2,203,1005,74.48,2,148.96
168,1,206,1003,27.46,2,54.92
168,2,205,1002,90.04,1,90.04
168,3,204,1007,72.97,1,72.97
169,1,205,1005,96.65,1,96.65
170,1,200,1006,87.57,2,175.14
171,1,205,1008,61.23,2,122.46
171,2,201,1008,99.0,1,99.0
172,1,202,1000,26.2,1,26.2
172,2,202,1000,36.61,2,73.22
173,1,203,1007,31.41,2,62.82
173,2,209,1004,61.48,1,61.48
173,3,209,1005,65.74,2,131.48
174,1,205,1000,114.05,1,114.05
174,2,209,1009,39.76,2,79.52
174,3,201,1005,80.18,1,80.18
175,1,204,1001,49.74,2,99.48
175,2,205,1009,93.44,2,186.88
175,3,201,1008,75.24,2,150.48
176,1,207,1002,31.65,1,31.65
177,1,208,1001,27.93,2,55.86
177,2,202,1003,49.63,2,99.26
178,1,209,1006,72.37,1,72.37
179,1,205,1001,40.08,2,80.16
180,1,204,1006,98.35,2,196.7
180,2,209,1009,32.43,1,32.43
181,1,205,1007,37.72,2,75.44
181,2,204,1001,60.54,2,121.08
181,3,208,1009,119.56,1,119.56
182,1,205,1006,100.97,2,201.94
183,1,206,1000,28.61,2,57.22
184,1,201,1003,55.15,2,110.3
184,2,205,1001,58.1,1,58.1
184,3,201,1005,38.93,1,38.93
185,1,209,1003,64.26,2,128.52
186,1,201,1007,46.45,2,92.9
186,2,205,1009,41.82,2,83.64
186,3,204,1006,64.54,1,64.54
187,1,206,1002,106.63,2,213.26
187,2,209,1005,67.83,1,67.83
187,3,204,1009,102.49,2,204.98
188,1,206,1009,103.72,2,207.44
189,1,202,1002,64.18,1,64.18
189,2,202,1005,40.23,2,80.46
189,3,202,1002,59.78,2,119.56
190,1,203,1002,34.53,2,69.06
190,2,207,1006,22.58,1,22.58
190,3,208,1004,76.6,2,153.2
191,1,205,1001,29.8,1,29.8
192,1,204,1000,74.13,2,148.26
193,1,207,1007,78.92,1,78.92
193,2,208,1000,27.72,1,27.72
194,1,208,1003,71.86,2,143.72
194,2,205,1004,25.91,1,25.91
195,1,201,1008,34.26,1,34.26
195,2,208,1007,84.18,2,168.36
195,3,200,1003,22.4,2,44.8
196,1,202,1009,29.84,1,29.84
196,2,207,1006,74.99,2,149.98
197,1,208,1003,43.69,1,43.69
197,2,201,1001,81.75,2,163.5
198,1,201,1008,31.24,1,31.24
198,2,202,1006,98.24,1,98.24
199,1,205,1007,107.43,2,214.86
200,1,206,1005,60.97,1,60.97
201,1,201,1006,99.92,2,199.84
201,2,200,1002,62.0,2,124.0
201,3,200,1004,100.42,2,200.84
202,1,202,1007,34.0,1,34.0
202,2,206,1005,87.58,2,175.16
203,1,202,1007,83.28,2,166.56
203,2,205,1004,93.02,2,186.04
204,1,208,1000,32.76,2,65.52
204,2,206,1006,55.54,2,111.08
205,1,206,1000,79.38,1,79.38
205,2,206,1001,67.17,1,67.17
206,1,209,1006,22.52,1,22.52
206,2,205,1008,24.33,2,48.66
206,3,204,1009,76.74,1,76.74
207,1,203,1004,64.05,1,64.05
208,1,208,1001,26.09,1,26.09
208,2,208,1005,51.9,1,51.9
209,1,205,1001,44.26,1,44.26
209,2,204,1002,32.86,2,65.72
209,3,201,1000,29.14,1,29.14
210,1,200,1003,72.14,2,144.28
211,1,201,1008,69.45,1,69.45
212,1,202,1008,101.02,1,101.02
212,2,208,1000,49.57,2,99.14
213,1,207,1006,36.46,1,36.46
213,2,205,1004,50.64,2,101.28
214,1,206,1009,81.54,2,163.08
214,2,203,1001,71.81,2,143.62
215,1,203,1007,80.48,1,80.48
216,1,203,1000,99.87,1,99.87
217,1,204,1006,75.74,1,75.74
217,2,201,1001,76.46,1,76.46
217,3,209,1009,113.17,1,113.17
218,1,202,1008,33.29,1,33.29
219,1,204,1009,20.09,1,20.09
219,2,204,1009,40.95,1,40.95
220,1,205,1007,71.22,2,142.44
221,1,206,1004,117.66,1,117.66
221,2,209,1002,58.59,1,58.59
221,3,208,1001,96.59,1,96.59
222,1,208,1009,38.25,1,38.25
222,2,206,1005,83.2,1,83.2
222,3,201,1005,51.22,1,51.22
223,1,202,1007,59.83,1,59.83
224,1,206,1002,99.51,2,199.02
225,1,205,1003,38.28,2,76.56
225,2,200,1008,22.56,1,22.56
225,3,207,1002,68.62,2,137.24
226,1,202,1009,80.0,2,160.0
226,2,206,1009,50.25,1,50.25
227,1,207,1001,34.67,2,69.34
227,2,208,1006,105.33,1,105.33
228,1,209,1002,84.57,2,169.14
229,1,205,1002,26.37,2,52.74
229,2,205,1007,28.43,2,56.86
230,1,202,1003,114.36,2,228.72
230,2,206,1008,51.29,2,102.58
230,3,207,1007,90.5,1,90.5
231,1,202,1005,82.5,2,165.0
231,2,200,1005,25.36,1,25.36
232,1,209,1004,39.45,2,78.9
232,2,203,1004,38.92,1,38.92
232,3,200,1002,50.79,1,50.79
233,1,203,1002,102.96,2,205.92
234,1,200,1007,90.56,1,90.56
234,2,201,1005,31.26,2,62.52
235,1,205,1001,24.72,2,49.44
235,2,202,1008,43.31,2,86.62
236,1,203,1000,117.76,2,235.52
236,2,208,1001,117.58,1,117.58
237,1,206,1008,66.26,2,132.52
237,2,205,1001,26.31,2,52.62
238,1,207,1003,86.31,1,86.31
239,1,202,1004,98.51,1,98.51
240,1,200,1009,87.35,2,174.7
240,2,204,1006,95.21,1,95.21
241,1,206,1008,79.61,2,159.22
241,2,202,1008,45.96,1,45.96
242,1,209,1008,67.87,2,135.74
243,1,205,1005,75.38,1,75.38
243,2,205,1000,102.22,2,204.44
244,1,200,1000,112.88,1,112.88
244,2,201,1000,50.77,2,101.54
245,1,205,1001,94.94,1,94.94
245,2,207,1007,95.03,1,95.03
246,1,205,1000,28.12,1,28.12
247,1,209,1000,87.56,1,87.56
248,1,202,1009,106.6,2,213.2
248,2,202,1006,66.07,2,132.14
248,3,206,1007,52.07,2,104.14
249,1,203,1000,98.25,2,196.5
249,2,204,1009,106.29,2,212.58
250,1,209,1002,20.7,1,20.7
250,2,203,1007,101.89,2,203.78
251,1,205,1000,119.19,2,238.38
251,2,206,1002,43.36,1,43.36
251,3,206,1002,75.55,2,151.1
252,1,203,1002,63.86,2,127.72
252,2,200,1001,73.7,1,73.7
253,1,206,1008,49.81,2,99.62
253,2,205,1002,98.32,1,98.32
253,3,208,1001,48.36,2,96.72
254,1,203,1004,39.01,2,78.02
254,2,200,1002,31.87,1,31.87
254,3,204,1005,44.7,1,44.7
255,1,203,1009,31.56,2,63.12
255,2,208,1006,110.92,2,221.84
256,1,201,1003,80.59,2,161.18
256,2,206,1002,74.46,2,148.92
256,3,200,1004,36.76,2,73.52
257,1,203,1000,93.95,2,187.9
257,2,209,1005,31.82,2,63.64
258,1,200,1006,42.05,2,84.1
258,2,206,1009,47.4,1,47.4
258,3,206,1008,24.31,1,24.31
259,1,209,1000,70.37,1,70.37
260,1,209,1002,58.16,2,116.32
260,2,201,1000,82.86,1,82.86
260,3,206,1002,73.11,1,73.11
261,1,206,1008,89.66,2,179.32
261,2,203,1005,76.19,1,76.19
262,1,201,1003,34.85,2,69.7
262,2,200,1000,58.21,1,58.21
262,3,209,1002,116.77,2,233.54
263,1,200,1001,56.25,2,112.5
264,1,201,1006,57.82,2,115.64
264,2,206,1005,54.29,1,54.29
265,1,209,1008,51.61,2,103.22
265,2,204,1005,56.04,1,56.04
265,3,207,1007,28.06,1,28.06
266,1,208,1001,43.16,1,43.16
267,1,208,1003,32.32,2,64.64
268,1,207,1009,36.17,1,36.17
269,1,206,1007,74.67,1,74.67
269,2,201,1009,73.46,2,146.92
269,3,201,1000,50.15,2,100.3
270,1,203,1001,95.98,2,191.96
271,1,208,1004,78.31,2,156.62
271,2,203,1009,94.39,1,94.39
271,3,200,1001,89.14,1,89.14
272,1,209,1002,55.16,1,55.16
273,1,200,1007,96.22,2,192.44
274,1,206,1009,63.37,1,63.37
274,2,203,1004,118.58,1,118.58
274,3,203,1007,82.32,2,164.64
275,1,200,1008,59.51,2,119.02
276,1,209,1007,87.38,2,174.76
276,2,205,1003,66.42,1,66.42
277,1,209,1009,41.91,1,41.91
277,2,209,1008,49.19,2,98.38
277,3,202,1003,58.05,1,58.05
278,1,200,1009,115.71,2,231.42
279,1,201,1009,81.83,1,81.83
280,1,207,1001,62.88,2,125.76
281,1,206,1000,55.8,1,55.8
281,2,201,1003,33.84,2,67.68
282,1,207,1001,80.03,2,160.06
282,2,202,1001,117.54,2,235.08
282,3,205,1003,84.85,2,169.7
283,1,205,1004,52.78,2,105.56
283,2,202,1005,39.17,1,39.17
284,1,206,1004,28.81,1,28.81
284,2,202,1009,47.41,1,47.41
284,3,204,1008,90.66,1,90.66
285,1,200,1009,39.65,1,39.65
285,2,208,1005,94.8,1,94.8
285,3,202,1006,112.86,2,225.72
286,1,205,1006,91.92,1,91.92
286,2,209,1009,73.22,2,146.44
287,1,202,1000,99.19,1,99.19
288,1,201,1009,37.46,2,74.92
288,2,203,1001,81.72,1,81.72
288,3,200,1009,32.41,1,32.41
289,1,202,1008,39.2,2,78.4
289,2,201,1007,44.88,1,44.88
290,1,203,1009,33.64,1,33.64
290,2,207,1003,100.52,1,100.52
291,1,205,1001,63.62,2,127.24
292,1,201,1006,75.82,2,151.64
293,1,209,1005,48.79,1,48.79
293,2,205,1009,23.67,2,47.34
293,3,205,1000,24.09,1,24.09
294,1,202,1009,26.31,2,52.62
294,2,207,1005,117.25,2,234.5
294,3,206,1007,48.14,1,48.14
295,1,208,1003,98.3,1,98.3
296,1,208,1003,45.54,1,45.54
296,2,209,1008,26.19,2,52.38
297,1,203,1007,23.65,1,23.65
297,2,206,1007,58.29,2,116.58
297,3,201,1000,104.4,1,104.4
298,1,202,1001,81.67,2,163.34
299,1,207,1007,85.38,2,170.76
300,1,209,1006,56.68,2,113.36
